Company Name,Supplier Type,Brand Name,Product Categories,Key Strength Sub Categories,Secondary Products,Country,Province,City,Town,Address,Primary Contact Name,Calling Number,Email,Current Status,Supplier Grade,Potential,Visited Factory?,Visit Remarks
test102,Manufacturer,Yinglima Supplier 3,Machines,Band Sealer,Spare Parts 3,China,Zhejiang,Ningbo,Industrial Zone 3,No. 1020 Industry Road,Mr. Manager 102,+86 13800000102,supplier102@yinglima.com,NEW,Grade A,NO,No,Verified supplier test record 102
test103,Trader,Yinglima Supplier 4,Food Ingredients,Citric Acid,Spare Parts 4,China,Zhejiang,Qingdao,Industrial Zone 4,No. 1030 Industry Road,Mr. Manager 103,+86 13800000103,supplier103@yinglima.com,NEW,Grade C,NO,No,Verified supplier test record 103
test104,Manufacturer,Yinglima Supplier 5,Chemicals,Caustic Soda,Spare Parts 5,China,Zhejiang,Weifang,Industrial Zone 5,No. 1040 Industry Road,Mr. Manager 104,+86 13800000104,supplier104@yinglima.com,NEW,Grade B,NO,Yes,Verified supplier test record 104
test105,Trader,Yinglima Supplier 6,Tech/Feed Grade Ingredients,Spares for Band Sealer,Spare Parts 1,China,Zhejiang,Shanghai,Industrial Zone 6,No. 1050 Industry Road,Mr. Manager 105,+86 13800000105,supplier105@yinglima.com,NEW,Grade A,NO,No,Verified supplier test record 105
test106,Manufacturer,Yinglima Supplier 7,Filteration,Vacuum Packers,Spare Parts 2,China,Zhejiang,Guangzhou,Industrial Zone 7,No. 1060 Industry Road,Mr. Manager 106,+86 13800000106,supplier106@yinglima.com,NEW,Grade B,NO,No,Verified supplier test record 106
test107,Trader,Yinglima Supplier 8,Pumps,Solvents,Spare Parts 3,China,Zhejiang,Shenzhen,Industrial Zone 8,No. 1070 Industry Road,Mr. Manager 107,+86 13800000107,supplier107@yinglima.com,NEW,Grade C,NO,No,Verified supplier test record 107
test108,Manufacturer,Yinglima Supplier 9,Machines,Band Sealer,Spare Parts 4,China,Zhejiang,Jinan,Industrial Zone 9,No. 1080 Industry Road,Mr. Manager 108,+86 13800000108,supplier108@yinglima.com,NEW,Grade A,NO,Yes,Verified supplier test record 108
test109,Trader,Yinglima Supplier 10,Food Ingredients,Citric Acid,Spare Parts 5,China,Zhejiang,Yiwu,Industrial Zone 10,No. 1090 Industry Road,Mr. Manager 109,+86 13800000109,supplier109@yinglima.com,NEW,Grade C,NO,No,Verified supplier test record 109
test110,Manufacturer,Yinglima Supplier 1,Chemicals,Caustic Soda,Spare Parts 1,China,Zhejiang,Wenzhou,Industrial Zone 11,No. 1100 Industry Road,Mr. Manager 110,+86 13800000110,supplier110@yinglima.com,NEW,Grade B,NO,No,Verified supplier test record 110
test111,Trader,Yinglima Supplier 2,Tech/Feed Grade Ingredients,Spares for Band Sealer,Spare Parts 2,China,Zhejiang,Hangzhou,Industrial Zone 12,No. 1110 Industry Road,Mr. Manager 111,+86 13800000111,supplier111@yinglima.com,NEW,Grade A,NO,No,Verified supplier test record 111
test112,Manufacturer,Yinglima Supplier 3,Filteration,Vacuum Packers,Spare Parts 3,China,Zhejiang,Ningbo,Industrial Zone 13,No. 1120 Industry Road,Mr. Manager 112,+86 13800000112,supplier112@yinglima.com,NEW,Grade B,NO,Yes,Verified supplier test record 112
test113,Trader,Yinglima Supplier 4,Pumps,Solvents,Spare Parts 4,China,Zhejiang,Qingdao,Industrial Zone 14,No. 1130 Industry Road,Mr. Manager 113,+86 13800000113,supplier113@yinglima.com,NEW,Grade C,NO,No,Verified supplier test record 113
test114,Manufacturer,Yinglima Supplier 5,Machines,Band Sealer,Spare Parts 5,China,Zhejiang,Weifang,Industrial Zone 15,No. 1140 Industry Road,Mr. Manager 114,+86 13800000114,supplier114@yinglima.com,NEW,Grade A,NO,No,Verified supplier test record 114
test115,Trader,Yinglima Supplier 6,Food Ingredients,Citric Acid,Spare Parts 1,China,Zhejiang,Shanghai,Industrial Zone 16,No. 1150 Industry Road,Mr. Manager 115,+86 13800000115,supplier115@yinglima.com,NEW,Grade C,NO,No,Verified supplier test record 115
test116,Manufacturer,Yinglima Supplier 7,Chemicals,Caustic Soda,Spare Parts 2,China,Zhejiang,Guangzhou,Industrial Zone 17,No. 1160 Industry Road,Mr. Manager 116,+86 13800000116,supplier116@yinglima.com,NEW,Grade B,NO,Yes,Verified supplier test record 116
test117,Trader,Yinglima Supplier 8,Tech/Feed Grade Ingredients,Spares for Band Sealer,Spare Parts 3,China,Zhejiang,Shenzhen,Industrial Zone 18,No. 1170 Industry Road,Mr. Manager 117,+86 13800000117,supplier117@yinglima.com,NEW,Grade A,NO,No,Verified supplier test record 117
test118,Manufacturer,Yinglima Supplier 9,Filteration,Vacuum Packers,Spare Parts 4,China,Zhejiang,Jinan,Industrial Zone 19,No. 1180 Industry Road,Mr. Manager 118,+86 13800000118,supplier118@yinglima.com,NEW,Grade B,NO,No,Verified supplier test record 118
test119,Trader,Yinglima Supplier 10,Pumps,Solvents,Spare Parts 5,China,Zhejiang,Yiwu,Industrial Zone 20,No. 1190 Industry Road,Mr. Manager 119,+86 13800000119,supplier119@yinglima.com,NEW,Grade C,NO,No,Verified supplier test record 119
test120,Manufacturer,Yinglima Supplier 1,Machines,Band Sealer,Spare Parts 1,China,Zhejiang,Wenzhou,Industrial Zone 1,No. 1200 Industry Road,Mr. Manager 120,+86 13800000120,supplier120@yinglima.com,NEW,Grade A,NO,Yes,Verified supplier test record 120
test121,Trader,Yinglima Supplier 2,Food Ingredients,Citric Acid,Spare Parts 2,China,Zhejiang,Hangzhou,Industrial Zone 2,No. 1210 Industry Road,Mr. Manager 121,+86 13800000121,supplier121@yinglima.com,NEW,Grade C,NO,No,Verified supplier test record 121
test122,Manufacturer,Yinglima Supplier 3,Chemicals,Caustic Soda,Spare Parts 3,China,Zhejiang,Ningbo,Industrial Zone 3,No. 1220 Industry Road,Mr. Manager 122,+86 13800000122,supplier122@yinglima.com,NEW,Grade B,NO,No,Verified supplier test record 122
test123,Trader,Yinglima Supplier 4,Tech/Feed Grade Ingredients,Spares for Band Sealer,Spare Parts 4,China,Zhejiang,Qingdao,Industrial Zone 4,No. 1230 Industry Road,Mr. Manager 123,+86 13800000123,supplier123@yinglima.com,NEW,Grade A,NO,No,Verified supplier test record 123
test124,Manufacturer,Yinglima Supplier 5,Filteration,Vacuum Packers,Spare Parts 5,China,Zhejiang,Weifang,Industrial Zone 5,No. 1240 Industry Road,Mr. Manager 124,+86 13800000124,supplier124@yinglima.com,NEW,Grade B,NO,Yes,Verified supplier test record 124
test125,Trader,Yinglima Supplier 6,Pumps,Solvents,Spare Parts 1,China,Zhejiang,Shanghai,Industrial Zone 6,No. 1250 Industry Road,Mr. Manager 125,+86 13800000125,supplier125@yinglima.com,NEW,Grade C,NO,No,Verified supplier test record 125
test126,Manufacturer,Yinglima Supplier 7,Machines,Band Sealer,Spare Parts 2,China,Zhejiang,Guangzhou,Industrial Zone 7,No. 1260 Industry Road,Mr. Manager 126,+86 13800000126,supplier126@yinglima.com,NEW,Grade A,NO,No,Verified supplier test record 126
test127,Trader,Yinglima Supplier 8,Food Ingredients,Citric Acid,Spare Parts 3,China,Zhejiang,Shenzhen,Industrial Zone 8,No. 1270 Industry Road,Mr. Manager 127,+86 13800000127,supplier127@yinglima.com,NEW,Grade C,NO,No,Verified supplier test record 127
test128,Manufacturer,Yinglima Supplier 9,Chemicals,Caustic Soda,Spare Parts 4,China,Zhejiang,Jinan,Industrial Zone 9,No. 1280 Industry Road,Mr. Manager 128,+86 13800000128,supplier128@yinglima.com,NEW,Grade B,NO,Yes,Verified supplier test record 128
test129,Trader,Yinglima Supplier 10,Tech/Feed Grade Ingredients,Spares for Band Sealer,Spare Parts 5,China,Zhejiang,Yiwu,Industrial Zone 10,No. 1290 Industry Road,Mr. Manager 129,+86 13800000129,supplier129@yinglima.com,NEW,Grade A,NO,No,Verified supplier test record 129
test130,Manufacturer,Yinglima Supplier 1,Filteration,Vacuum Packers,Spare Parts 1,China,Zhejiang,Wenzhou,Industrial Zone 11,No. 1300 Industry Road,Mr. Manager 130,+86 13800000130,supplier130@yinglima.com,NEW,Grade B,NO,No,Verified supplier test record 130
test131,Trader,Yinglima Supplier 2,Pumps,Solvents,Spare Parts 2,China,Zhejiang,Hangzhou,Industrial Zone 12,No. 1310 Industry Road,Mr. Manager 131,+86 13800000131,supplier131@yinglima.com,NEW,Grade C,NO,No,Verified supplier test record 131
test132,Manufacturer,Yinglima Supplier 3,Machines,Band Sealer,Spare Parts 3,China,Zhejiang,Ningbo,Industrial Zone 13,No. 1320 Industry Road,Mr. Manager 132,+86 13800000132,supplier132@yinglima.com,NEW,Grade A,NO,Yes,Verified supplier test record 132
test133,Trader,Yinglima Supplier 4,Food Ingredients,Citric Acid,Spare Parts 4,China,Zhejiang,Qingdao,Industrial Zone 14,No. 1330 Industry Road,Mr. Manager 133,+86 13800000133,supplier133@yinglima.com,NEW,Grade C,NO,No,Verified supplier test record 133
test134,Manufacturer,Yinglima Supplier 5,Chemicals,Caustic Soda,Spare Parts 5,China,Zhejiang,Weifang,Industrial Zone 15,No. 1340 Industry Road,Mr. Manager 134,+86 13800000134,supplier134@yinglima.com,NEW,Grade B,NO,No,Verified supplier test record 134
test135,Trader,Yinglima Supplier 6,Tech/Feed Grade Ingredients,Spares for Band Sealer,Spare Parts 1,China,Zhejiang,Shanghai,Industrial Zone 16,No. 1350 Industry Road,Mr. Manager 135,+86 13800000135,supplier135@yinglima.com,NEW,Grade A,NO,No,Verified supplier test record 135
test136,Manufacturer,Yinglima Supplier 7,Filteration,Vacuum Packers,Spare Parts 2,China,Zhejiang,Guangzhou,Industrial Zone 17,No. 1360 Industry Road,Mr. Manager 136,+86 13800000136,supplier136@yinglima.com,NEW,Grade B,NO,Yes,Verified supplier test record 136
test137,Trader,Yinglima Supplier 8,Pumps,Solvents,Spare Parts 3,China,Zhejiang,Shenzhen,Industrial Zone 18,No. 1370 Industry Road,Mr. Manager 137,+86 13800000137,supplier137@yinglima.com,NEW,Grade C,NO,No,Verified supplier test record 137
test138,Manufacturer,Yinglima Supplier 9,Machines,Band Sealer,Spare Parts 4,China,Zhejiang,Jinan,Industrial Zone 19,No. 1380 Industry Road,Mr. Manager 138,+86 13800000138,supplier138@yinglima.com,NEW,Grade A,NO,No,Verified supplier test record 138
test139,Trader,Yinglima Supplier 10,Food Ingredients,Citric Acid,Spare Parts 5,China,Zhejiang,Yiwu,Industrial Zone 20,No. 1390 Industry Road,Mr. Manager 139,+86 13800000139,supplier139@yinglima.com,NEW,Grade C,NO,No,Verified supplier test record 139
test140,Manufacturer,Yinglima Supplier 1,Chemicals,Caustic Soda,Spare Parts 1,China,Zhejiang,Wenzhou,Industrial Zone 1,No. 1400 Industry Road,Mr. Manager 140,+86 13800000140,supplier140@yinglima.com,NEW,Grade B,NO,Yes,Verified supplier test record 140
test141,Trader,Yinglima Supplier 2,Tech/Feed Grade Ingredients,Spares for Band Sealer,Spare Parts 2,China,Zhejiang,Hangzhou,Industrial Zone 2,No. 1410 Industry Road,Mr. Manager 141,+86 13800000141,supplier141@yinglima.com,NEW,Grade A,NO,No,Verified supplier test record 141
test142,Manufacturer,Yinglima Supplier 3,Filteration,Vacuum Packers,Spare Parts 3,China,Zhejiang,Ningbo,Industrial Zone 3,No. 1420 Industry Road,Mr. Manager 142,+86 13800000142,supplier142@yinglima.com,NEW,Grade B,NO,No,Verified supplier test record 142
test143,Trader,Yinglima Supplier 4,Pumps,Solvents,Spare Parts 4,China,Zhejiang,Qingdao,Industrial Zone 4,No. 1430 Industry Road,Mr. Manager 143,+86 13800000143,supplier143@yinglima.com,NEW,Grade C,NO,No,Verified supplier test record 143
test144,Manufacturer,Yinglima Supplier 5,Machines,Band Sealer,Spare Parts 5,China,Zhejiang,Weifang,Industrial Zone 5,No. 1440 Industry Road,Mr. Manager 144,+86 13800000144,supplier144@yinglima.com,NEW,Grade A,NO,Yes,Verified supplier test record 144
test145,Trader,Yinglima Supplier 6,Food Ingredients,Citric Acid,Spare Parts 1,China,Zhejiang,Shanghai,Industrial Zone 6,No. 1450 Industry Road,Mr. Manager 145,+86 13800000145,supplier145@yinglima.com,NEW,Grade C,NO,No,Verified supplier test record 145
test146,Manufacturer,Yinglima Supplier 7,Chemicals,Caustic Soda,Spare Parts 2,China,Zhejiang,Guangzhou,Industrial Zone 7,No. 1460 Industry Road,Mr. Manager 146,+86 13800000146,supplier146@yinglima.com,NEW,Grade B,NO,No,Verified supplier test record 146
test147,Trader,Yinglima Supplier 8,Tech/Feed Grade Ingredients,Spares for Band Sealer,Spare Parts 3,China,Zhejiang,Shenzhen,Industrial Zone 8,No. 1470 Industry Road,Mr. Manager 147,+86 13800000147,supplier147@yinglima.com,NEW,Grade A,NO,No,Verified supplier test record 147
test148,Manufacturer,Yinglima Supplier 9,Filteration,Vacuum Packers,Spare Parts 4,China,Zhejiang,Jinan,Industrial Zone 9,No. 1480 Industry Road,Mr. Manager 148,+86 13800000148,supplier148@yinglima.com,NEW,Grade B,NO,Yes,Verified supplier test record 148
test149,Trader,Yinglima Supplier 10,Pumps,Solvents,Spare Parts 5,China,Zhejiang,Yiwu,Industrial Zone 10,No. 1490 Industry Road,Mr. Manager 149,+86 13800000149,supplier149@yinglima.com,NEW,Grade C,NO,No,Verified supplier test record 149
test150,Manufacturer,Yinglima Supplier 1,Machines,Band Sealer,Spare Parts 1,China,Zhejiang,Wenzhou,Industrial Zone 11,No. 1500 Industry Road,Mr. Manager 150,+86 13800000150,supplier150@yinglima.com,NEW,Grade A,NO,No,Verified supplier test record 150
test151,Trader,Yinglima Supplier 2,Food Ingredients,Citric Acid,Spare Parts 2,China,Zhejiang,Hangzhou,Industrial Zone 12,No. 1510 Industry Road,Mr. Manager 151,+86 13800000151,supplier151@yinglima.com,NEW,Grade C,NO,No,Verified supplier test record 151
test152,Manufacturer,Yinglima Supplier 3,Chemicals,Caustic Soda,Spare Parts 3,China,Zhejiang,Ningbo,Industrial Zone 13,No. 1520 Industry Road,Mr. Manager 152,+86 13800000152,supplier152@yinglima.com,NEW,Grade B,NO,Yes,Verified supplier test record 152
test153,Trader,Yinglima Supplier 4,Tech/Feed Grade Ingredients,Spares for Band Sealer,Spare Parts 4,China,Zhejiang,Qingdao,Industrial Zone 14,No. 1530 Industry Road,Mr. Manager 153,+86 13800000153,supplier153@yinglima.com,NEW,Grade A,NO,No,Verified supplier test record 153
test154,Manufacturer,Yinglima Supplier 5,Filteration,Vacuum Packers,Spare Parts 5,China,Zhejiang,Weifang,Industrial Zone 15,No. 1540 Industry Road,Mr. Manager 154,+86 13800000154,supplier154@yinglima.com,NEW,Grade B,NO,No,Verified supplier test record 154
test155,Trader,Yinglima Supplier 6,Pumps,Solvents,Spare Parts 1,China,Zhejiang,Shanghai,Industrial Zone 16,No. 1550 Industry Road,Mr. Manager 155,+86 13800000155,supplier155@yinglima.com,NEW,Grade C,NO,No,Verified supplier test record 155
test156,Manufacturer,Yinglima Supplier 7,Machines,Band Sealer,Spare Parts 2,China,Zhejiang,Guangzhou,Industrial Zone 17,No. 1560 Industry Road,Mr. Manager 156,+86 13800000156,supplier156@yinglima.com,NEW,Grade A,NO,Yes,Verified supplier test record 156
test157,Trader,Yinglima Supplier 8,Food Ingredients,Citric Acid,Spare Parts 3,China,Zhejiang,Shenzhen,Industrial Zone 18,No. 1570 Industry Road,Mr. Manager 157,+86 13800000157,supplier157@yinglima.com,NEW,Grade C,NO,No,Verified supplier test record 157
test158,Manufacturer,Yinglima Supplier 9,Chemicals,Caustic Soda,Spare Parts 4,China,Zhejiang,Jinan,Industrial Zone 19,No. 1580 Industry Road,Mr. Manager 158,+86 13800000158,supplier158@yinglima.com,NEW,Grade B,NO,No,Verified supplier test record 158
test159,Trader,Yinglima Supplier 10,Tech/Feed Grade Ingredients,Spares for Band Sealer,Spare Parts 5,China,Zhejiang,Yiwu,Industrial Zone 20,No. 1590 Industry Road,Mr. Manager 159,+86 13800000159,supplier159@yinglima.com,NEW,Grade A,NO,No,Verified supplier test record 159
test160,Manufacturer,Yinglima Supplier 1,Filteration,Vacuum Packers,Spare Parts 1,China,Zhejiang,Wenzhou,Industrial Zone 1,No. 1600 Industry Road,Mr. Manager 160,+86 13800000160,supplier160@yinglima.com,NEW,Grade B,NO,Yes,Verified supplier test record 160
test161,Trader,Yinglima Supplier 2,Pumps,Solvents,Spare Parts 2,China,Zhejiang,Hangzhou,Industrial Zone 2,No. 1610 Industry Road,Mr. Manager 161,+86 13800000161,supplier161@yinglima.com,NEW,Grade C,NO,No,Verified supplier test record 161
test162,Manufacturer,Yinglima Supplier 3,Machines,Band Sealer,Spare Parts 3,China,Zhejiang,Ningbo,Industrial Zone 3,No. 1620 Industry Road,Mr. Manager 162,+86 13800000162,supplier162@yinglima.com,NEW,Grade A,NO,No,Verified supplier test record 162
test163,Trader,Yinglima Supplier 4,Food Ingredients,Citric Acid,Spare Parts 4,China,Zhejiang,Qingdao,Industrial Zone 4,No. 1630 Industry Road,Mr. Manager 163,+86 13800000163,supplier163@yinglima.com,NEW,Grade C,NO,No,Verified supplier test record 163
test164,Manufacturer,Yinglima Supplier 5,Chemicals,Caustic Soda,Spare Parts 5,China,Zhejiang,Weifang,Industrial Zone 5,No. 1640 Industry Road,Mr. Manager 164,+86 13800000164,supplier164@yinglima.com,NEW,Grade B,NO,Yes,Verified supplier test record 164
test165,Trader,Yinglima Supplier 6,Tech/Feed Grade Ingredients,Spares for Band Sealer,Spare Parts 1,China,Zhejiang,Shanghai,Industrial Zone 6,No. 1650 Industry Road,Mr. Manager 165,+86 13800000165,supplier165@yinglima.com,NEW,Grade A,NO,No,Verified supplier test record 165
test166,Manufacturer,Yinglima Supplier 7,Filteration,Vacuum Packers,Spare Parts 2,China,Zhejiang,Guangzhou,Industrial Zone 7,No. 1660 Industry Road,Mr. Manager 166,+86 13800000166,supplier166@yinglima.com,NEW,Grade B,NO,No,Verified supplier test record 166
test167,Trader,Yinglima Supplier 8,Pumps,Solvents,Spare Parts 3,China,Zhejiang,Shenzhen,Industrial Zone 8,No. 1670 Industry Road,Mr. Manager 167,+86 13800000167,supplier167@yinglima.com,NEW,Grade C,NO,No,Verified supplier test record 167
test168,Manufacturer,Yinglima Supplier 9,Machines,Band Sealer,Spare Parts 4,China,Zhejiang,Jinan,Industrial Zone 9,No. 1680 Industry Road,Mr. Manager 168,+86 13800000168,supplier168@yinglima.com,NEW,Grade A,NO,Yes,Verified supplier test record 168
test169,Trader,Yinglima Supplier 10,Food Ingredients,Citric Acid,Spare Parts 5,China,Zhejiang,Yiwu,Industrial Zone 10,No. 1690 Industry Road,Mr. Manager 169,+86 13800000169,supplier169@yinglima.com,NEW,Grade C,NO,No,Verified supplier test record 169
test170,Manufacturer,Yinglima Supplier 1,Chemicals,Caustic Soda,Spare Parts 1,China,Zhejiang,Wenzhou,Industrial Zone 11,No. 1700 Industry Road,Mr. Manager 170,+86 13800000170,supplier170@yinglima.com,NEW,Grade B,NO,No,Verified supplier test record 170
test171,Trader,Yinglima Supplier 2,Tech/Feed Grade Ingredients,Spares for Band Sealer,Spare Parts 2,China,Zhejiang,Hangzhou,Industrial Zone 12,No. 1710 Industry Road,Mr. Manager 171,+86 13800000171,supplier171@yinglima.com,NEW,Grade A,NO,No,Verified supplier test record 171
test172,Manufacturer,Yinglima Supplier 3,Filteration,Vacuum Packers,Spare Parts 3,China,Zhejiang,Ningbo,Industrial Zone 13,No. 1720 Industry Road,Mr. Manager 172,+86 13800000172,supplier172@yinglima.com,NEW,Grade B,NO,Yes,Verified supplier test record 172
test173,Trader,Yinglima Supplier 4,Pumps,Solvents,Spare Parts 4,China,Zhejiang,Qingdao,Industrial Zone 14,No. 1730 Industry Road,Mr. Manager 173,+86 13800000173,supplier173@yinglima.com,NEW,Grade C,NO,No,Verified supplier test record 173
test174,Manufacturer,Yinglima Supplier 5,Machines,Band Sealer,Spare Parts 5,China,Zhejiang,Weifang,Industrial Zone 15,No. 1740 Industry Road,Mr. Manager 174,+86 13800000174,supplier174@yinglima.com,NEW,Grade A,NO,No,Verified supplier test record 174
test175,Trader,Yinglima Supplier 6,Food Ingredients,Citric Acid,Spare Parts 1,China,Zhejiang,Shanghai,Industrial Zone 16,No. 1750 Industry Road,Mr. Manager 175,+86 13800000175,supplier175@yinglima.com,NEW,Grade C,NO,No,Verified supplier test record 175
test176,Manufacturer,Yinglima Supplier 7,Chemicals,Caustic Soda,Spare Parts 2,China,Zhejiang,Guangzhou,Industrial Zone 17,No. 1760 Industry Road,Mr. Manager 176,+86 13800000176,supplier176@yinglima.com,NEW,Grade B,NO,Yes,Verified supplier test record 176
test177,Trader,Yinglima Supplier 8,Tech/Feed Grade Ingredients,Spares for Band Sealer,Spare Parts 3,China,Zhejiang,Shenzhen,Industrial Zone 18,No. 1770 Industry Road,Mr. Manager 177,+86 13800000177,supplier177@yinglima.com,NEW,Grade A,NO,No,Verified supplier test record 177
test178,Manufacturer,Yinglima Supplier 9,Filteration,Vacuum Packers,Spare Parts 4,China,Zhejiang,Jinan,Industrial Zone 19,No. 1780 Industry Road,Mr. Manager 178,+86 13800000178,supplier178@yinglima.com,NEW,Grade B,NO,No,Verified supplier test record 178
test179,Trader,Yinglima Supplier 10,Pumps,Solvents,Spare Parts 5,China,Zhejiang,Yiwu,Industrial Zone 20,No. 1790 Industry Road,Mr. Manager 179,+86 13800000179,supplier179@yinglima.com,NEW,Grade C,NO,No,Verified supplier test record 179
